Player,height,weight,born,year_start,year_end,position
Dante Cunningham,80,229,1987,2010,2018,F
JamesOn Curry,75,190,1986,2010,2010,G
Stephen Curry,75,190,1988,2010,2018,G
Austin Daye,83,218,1988,2010,2015,F
DeMar DeRozan,79,220,1989,2010,2018,G
Toney Douglas,74,194,1986,2010,2017,G
Wayne Ellington,76,198,1987,2010,2018,G
Tyreke Evans,78,218,1989,2010,2018,G
Jonny Flynn,72,183,1989,2010,2012,G
Sundiata Gaines,73,183,1986,2010,2012,G
Alonzo Gee,78,225,1987,2010,2017,G
Taj Gibson,81,225,1985,2010,2018,F
Trey Gilder,81,183,1985,2010,2010,F
Danny Green,81,220,1957,,,
Taylor Griffin,79,236,1986,2010,2010,F
Tyler Hansbrough,81,249,1985,2010,2016,F
James Harden,77,218,1989,2010,2018,G
Jordan Hill,82,234,1987,2010,2017,C
Jrue Holiday,76,203,1990,2010,2018,G
Lester Hudson,75,190,1984,2010,2015,G
Chris Hunter,83,238,1984,2010,2010,F
Serge Ibaka,82,234,1989,2010,2018,F
Cedric Jackson,75,190,1986,2010,2010,G
Othyus Jeffers,77,198,1985,2010,2014,G
Brandon Jennings,73,170,1989,2010,2017,G
Jonas Jerebko,82,229,1987,2010,2018,F
James Johnson,81,249,1987,2010,2018,F
Oliver Lafayette,74,190,1984,2010,2010,G
Marcus Landry,79,229,1985,2010,2010,F
Ty Lawson,71,194,1987,2010,2017,G
Wesley Matthews,73,170,1959,,,
Eric Maynor,75,174,1987,2010,2014,G
Jodie Meeks,76,209,1987,2010,2018,G
Patty Mills,80,245,1985,,,
Byron Mullens,84,273,1989,2010,2014,C
A.J. Price,84,273,1989,,,
DaJuan Summers,80,229,1988,2010,2013,F
Jermaine Taylor,76,174,1960,2010,2011,G
Jeff Teague,74,185,1988,2010,2018,G
Garrett Temple,78,194,1986,2010,2018,G
Hasheem Thabeet,87,262,1987,2010,2014,C
Marcus Thornton,76,203,1987,2010,2017,G
Terrence Williams,78,218,1987,2010,2013,F
Sam Young,78,218,1985,2010,2013,F
Jeff Adrien,79,245,1986,2011,2015,F
Solomon Alabi,85,249,1988,2011,2012,C
Cole Aldrich,83,249,1988,2011,2018,C
Al-Farouq Aminu,81,218,1990,2011,2018,F
James Anderson,78,212,1989,2011,2016,G
Omer Asik,84,254,1986,2011,2018,C
Luke Babbitt,81,225,1989,2011,2018,F
Eric Bledsoe,73,190,1989,2011,2018,G
Trevor Booker,80,227,1987,2011,2018,F
Craig Brackins,82,229,1987,2011,2012,F
Avery Bradley,74,179,1990,2011,2018,G
Derrick Caracter,81,273,1988,2011,2011,F
Sherron Collins,71,203,1987,2011,2011,G
Marcus Cousin,83,245,1986,2011,2011,C
DeMarcus Cousins,83,269,1990,2011,2018,C
Jordan Crawford,77,209,1986,,,
Ed Davis,82,238,1989,2011,2018,F
Zabian Dowdell,75,190,1984,2011,2011,G
Devin Ebanks,81,214,1989,2011,2013,F
Semih Erden,84,238,1986,2011,2012,C
Jeremy Evans,81,198,1987,2011,2016,F
Christian Eyenga,77,209,1989,2011,2012,F
Derrick Favors,82,265,1991,2011,2018,F
Landry Fields,79,209,1988,2011,2015,F
Gary Forbes,79,218,1985,2011,2012,F
Paul George,81,218,1990,2011,2018,F
Blake Griffin,82,249,1989,2011,2018,F
Luke Harangody,80,245,1988,2011,2012,F
Manny Harris,77,183,1989,2011,2017,G
Gordon Hayward,80,225,1990,2011,2018,F
Lazar Hayward,78,225,1986,2011,2013,F
Xavier Henry,78,218,1991,2011,2015,G
Damion James,79,225,1987,2011,2014,G
Eugene Jeter,71,174,1983,2011,2011,G
Armon Johnson,77,236,1920,,,
Chris Johnson,72,170,1949,,,
Wesley Johnson,79,214,1987,2011,2018,F
Dominique Jones,80,218,1975,,,
Gani Lawal,81,234,1988,2011,2011,F
Jeremy Lin,75,198,1988,2011,2018,G
Greg Monroe,83,265,1990,2011,2018,C
Timofey Mozgov,85,273,1986,2011,2018,C
Hamady N'Diaye,84,234,1987,2011,2014,C
Gary Neal,76,209,1984,2011,2017,G
Larry Owens,79,209,1983,2011,2012,F
Patrick Patterson,81,229,1989,2011,2018,F
Nikola Pekovic,83,306,1986,2011,2016,C
Dexter Pittman,83,306,1988,2011,2014,C
Quincy Pondexter,79,218,1988,2011,2018,G
Andy Rautins,76,190,1986,2011,2011,G
Samardo Samuels,81,258,1989,2011,2013,F
Larry Sanders,83,234,1988,2011,2017,C
Kevin Seraphin,81,284,1989,2011,2017,F
Mustafa Shakur,75,190,1984,2011,2014,G
Garret Siler,83,304,1986,2011,2011,C
Ish Smith,72,174,1988,2011,2018,G
Tiago Splitter,83,245,1985,2011,2017,F
Lance Stephenson,77,229,1990,2011,2018,G
Pape Sy,79,225,1988,2011,2011,F
Evan Turner,79,218,1988,2011,2018,G
Ekpe Udoh,82,238,1987,2011,2018,C
Ben Uzoh,75,203,1988,2011,2012,G
Greivis Vasquez,78,216,1987,2011,2017,G
John Wall,76,194,1990,2011,2018,G
Willie Warren,76,203,1989,2011,2011,G
Hassan Whiteside,84,265,1989,2011,2018,C
Lavoy Allen,81,258,1989,2012,2017,F
Gustavo Ayon,82,249,1985,2012,2014,C
Keith Benson,82,234,1954,,,
Bismack Biyombo,81,254,1992,2012,2018,C
MarShon Brooks,77,198,1989,2012,2014,G
Alec Burks,78,214,1991,2012,2018,G
Jimmy Butler,79,218,1989,,,
Derrick Byars,79,218,1984,2012,2012,F
Norris Cole,74,174,1988,2012,2017,G
Eric Dawson,81,249,1984,2012,2012,F
Justin Dentmon,71,183,1985,2012,2013,G
Jerome Dyson,75,179,1987,2012,2012,G
Kenneth Faried,80,227,1989,2012,2018,F
Jeff Foote,84,265,1987,2012,2012,C
Courtney Fortson,71,183,1988,2012,2012,G
Jimmer Fredette,74,194,1989,2012,2016,G
Mickell Gladness,83,218,1986,2012,2012,C
Andrew Goudelock,75,198,1988,2012,2016,G
Jordan Hamilton,70,159,1948,,,
Justin Harper,82,225,1989,2012,2017,F
Josh Harrellson,82,273,1989,2012,2014,C
Terrel Harris,77,190,1987,2012,2013,G
Tobias Harris,75,190,1967,,,
Cory Higgins,77,179,1989,2012,2013,G
Darington Hobson,79,209,1987,2012,2012,G
Tyler Honeycutt,80,187,1990,2012,2013,F
Dennis Horner,81,229,1988,2012,2012,F
Kyrie Irving,75,192,1992,2012,2018,G
Reggie Jackson,75,207,1990,2012,2018,G
Charles Jenkins,75,218,1989,2012,2013,G
Carldell Johnson,70,179,1983,2012,2012,G
Ivan Johnson,80,229,1984,2012,2013,F
JaJuan Johnson,81,249,1987,,,
Jerome Jordan,84,251,1986,2012,2015,C
Cory Joseph,75,192,1991,2012,2018,G
Enes Kanter,83,245,1992,2012,2018,C
D.J. Kennedy,83,245,1992,,,
Brandon Knight,70,172,1975,,,
Malcolm Lee,77,198,1990,2012,2015,G
Kawhi Leonard,79,229,1991,2012,2018,F
Travis Leslie,76,203,1990,2012,2012,G
Jon Leuer,82,227,1989,2012,2018,F
DeAndre Liggins,78,207,1988,2012,2018,G
Shelvin Mack,75,203,1990,2012,2018,G
Vernon Macklin,82,225,1986,2012,2012,F
E'Twaun Moore,82,225,1986,,,
Darius Morris,76,190,1991,2012,2015,G
Marcus Morris,74,194,1925,,,
Markieff Morris,74,194,1925,,,
Daniel Orton,82,254,1990,2012,2014,C
Jeremy Pargo,74,218,1986,2012,2013,G
Chandler Parsons,82,229,1988,2012,2018,F
Ryan Reid,80,231,1986,2012,2012,F
Ricky Rubio,76,192,1990,2012,2018,G
Josh Selby,74,183,1991,2012,2013,G
Iman Shumpert,77,218,1990,2012,2018,G
Xavier Silas,77,203,1988,2012,2012,G
Chris Singleton,80,229,1989,2012,2014,F
Donald Sloan,75,203,1988,2012,2016,G
Jerry Smith,74,190,1987,2012,2012,G
Nolan Smith,74,183,1988,2012,2013,G
Greg Stiemsma,83,258,1985,2012,2015,C
Julyan Stone,78,198,1988,2012,2018,G
Isaiah Thomas,73,179,1961,,,
Lance Thomas,80,234,1988,2012,2018,F
Malcolm Thomas,81,225,1988,2012,2015,F
Trey Thompkins,81,236,1991,,,
Klay Thompson,79,214,1990,2012,2018,G
Mychel Thompson,82,225,1955,,,
Tristan Thompson,81,236,1991,2012,2018,F
Jeremy Tyler,82,258,1991,2012,2014,C
Edwin Ubiles,78,203,1986,2012,2012,G
Jan Vesely,83,238,1990,2012,2014,F
Nikola Vucevic,84,258,1990,2012,2018,C
Kemba Walker,80,209,1964,,,
Derrick Williams,75,198,1984,,,
Elliot Williams,77,190,1989,2012,2016,G
Jordan Williams,74,183,1951,,,
Chris Wright,80,225,1988,2012,2014,F
Quincy Acy,79,238,1990,2013,2018,F
Josh Akognon,71,183,1986,2013,2013,G
Harrison Barnes,75,203,1945,,,
Will Barton,78,174,1991,2013,2018,G
Aron Baynes,82,258,1986,2013,2018,C
Kent Bazemore,77,201,1989,2013,2018,G
Bradley Beal,77,205,1993,2013,2018,G
Patrick Beverley,73,183,1988,2013,2018,G
Victor Claver,81,223,1988,2013,2015,F
Chris Copeland,81,238,1984,2013,2016,F
Jae Crowder,78,234,1990,2013,2018,F
Jared Cunningham,76,194,1991,2013,2016,G
Anthony Davis,81,214,1968,,,
Nando De,81,214,1968,,,
Andre Drummond,83,278,1993,2013,2018,C
Kim English,78,198,1988,2013,2013,G
Festus Ezeli,83,254,1989,2013,2016,C
Evan Fournier,79,203,1992,2013,2018,G
Joel Freeland,82,249,1987,2013,2015,F
Diante Garrett,75,183,1947,,,
Draymond Green,79,229,1990,2013,2018,F
Ben Hansbrough,75,203,1987,2013,2013,G
Maurice Harkless,81,214,1993,2013,2018,F
John Henson,83,227,1990,2013,2018,C
Justin Holiday,78,183,1989,2013,2018,G
Bernard James,82,238,1985,2013,2015,C
John Jenkins,76,214,1991,2013,2017,G
Orlando Johnson,77,218,1989,2013,2016,G
Darius Johnson-Odom,79,209,1970,,,
DeQuan Jones,80,220,1990,2013,2013,F
Kevin Jones,80,249,1989,2013,2013,F
Perry Jones,83,234,1991,2013,2015,F
Terrence Jones,81,251,1992,2013,2017,F
Kris Joseph,79,209,1988,2013,2013,F
Michael Kidd-Gilchrist,79,231,1993,2013,2018,F
Viacheslav Kravtsov,84,258,1987,2013,2014,C
Doron Lamb,76,209,1991,2013,2014,G
Jeremy Lamb,77,183,1992,2013,2018,G
Meyers Leonard,85,245,1992,2013,2018,C
Damian Lillard,75,194,1990,2013,2018,G
Scott Machado,73,203,1990,2013,2013,G
Kendall Marshall,76,198,1991,2013,2016,G
Fab Melo,84,254,1990,2013,2013,C
Khris Middleton,80,234,1991,2013,2018,F
Darius Miller,80,234,1990,2013,2018,F
Quincy Miller,81,209,1992,2013,2015,F
Donatas Motiejunas,84,220,1990,2013,2017,F
Arnett Moultrie,83,247,1990,2013,2014,F
Kevin Murphy,77,183,1990,2013,2013,G
Andrew Nicholson,81,249,1989,2013,2017,F
Kyle O'Quinn,82,249,1990,2013,2018,F
Tim Ohlbrecht,83,254,1988,2013,2013,C
Miles Plumlee,83,247,1988,2013,2018,C
Pablo Prigioni,75,183,1977,2013,2016,G
Austin Rivers,76,198,1992,2013,2018,G
Brian Roberts,73,172,1985,2013,2017,G
Thomas Robinson,82,236,1991,2013,2017,F
Terrence Ross,79,205,1991,2013,2018,F
Robert Sacre,84,269,1989,2013,2016,C
Mike Scott,80,236,1988,2013,2018,F
Tornike Shengelia,81,216,1991,2013,2014,F
Alexey Shved,78,190,1988,2013,2015,G
Henry Sims,82,247,1990,2013,2016,C
Kyle Singler,80,227,1988,2013,2018,F
Jared Sullinger,81,258,1992,2013,2017,F
Jeffery Taylor,76,174,1960,,,
Tyshawn Taylor,75,183,1990,2013,2014,G
Marquis Teague,74,187,1993,2013,2014,G
Mirza Teletovic,81,240,1985,2013,2018,F
Jonas Valanciunas,84,265,1992,2013,2018,C
Jarvis Varnado,81,229,1988,2013,2014,F
Dion Waiters,76,225,1991,2013,2018,G
Maalik Wayns,74,198,1991,2013,2014,G
Tony Wroten,78,203,1993,2013,2016,G
Luke Zeller,83,245,1987,2013,2013,C
Tyler Zeller,84,251,1990,2013,2018,F
Steven Adams,84,254,1993,2014,2018,C
Giannis Antetokounmpo,83,220,1994,2014,2018,F
Pero Antic,83,258,1982,2014,2015,C
Chris Babb,77,225,1990,2014,2014,G
Anthony Bennett,80,245,1993,2014,2017,F
Vander Blue,76,198,1992,2014,2018,G
Lorenzo Brown,77,187,1990,2014,2018,G
Reggie Bullock,79,203,1991,2014,2018,G
Trey Burke,73,190,1992,2014,2017,G
Dwight Buycks,75,190,1989,2014,2015,G
Nick Calathes,78,212,1989,2014,2015,G
Kentavious Caldwell-Pope,77,203,1993,2014,2018,G
Isaiah Canaan,72,201,1991,2014,2018,G
Michael Carter-Williams,78,190,1991,2014,2018,G
Dionte Christmas,77,203,1986,2014,2014,G
Ian Clark,75,174,1991,2014,2018,G
Robert Covington,81,214,1990,2014,2018,F
Allen Crabbe,78,209,1992,2014,2018,G
Seth Curry,74,183,1990,2014,2017,G
Troy Daniels,76,203,1991,2014,2018,G
Luigi Datome,80,214,1987,2014,2015,F
Brandon Davies,82,238,1991,2014,2015,F
Dewayne Dedmon,84,245,1989,2014,2018,C
Matthew Dellavedova,76,196,1990,2014,2018,G
Gorgui Dieng,83,240,1990,2014,2018,C
Shane Edwards,79,218,1987,2014,2014,F
Vitor Faverani,83,258,1988,2014,2014,C
Carrick Felix,78,201,1990,2014,2014,G
Jamaal Franklin,77,190,1991,2014,2015,G
Rudy Gobert,85,245,1992,2014,2018,C
Archie Goodwin,77,198,1994,2014,2017,G
Jorge Gutierrez,75,190,1988,2014,2016,G
Justin Hamilton,84,258,1990,2014,2017,C
Elias Harris,80,238,1989,2014,2014,F
Solomon Hill,79,225,1991,2014,2017,F
Scotty Hopson,79,203,1989,2014,2014,G
Robbie Hummel,80,214,1989,2014,2015,F
Sergey Karasev,79,207,1993,2014,2016,G
Ryan Kelly,83,229,1991,2014,2017,F
Ognjen Kuzmic,85,249,1990,2014,2015,C
Shane Larkin,71,174,1992,2014,2018,G
Ricky Ledo,79,194,1992,2014,2015,G
Alex Len,85,258,1993,2014,2018,C
Ray McCallum,75,190,1991,2014,2016,G
C.J. McCollum,75,190,1991,2014,2018,G
Ben McLemore,77,194,1993,2014,2018,G
Gal Mekel,75,190,1988,2014,2015,G
Tony Mitchell,79,203,1966,,,
Shabazz Muhammad,78,223,1992,2014,2018,F
Erik Murphy,82,229,1990,2014,2014,F
Toure' Murry,77,194,1989,2014,2015,G
Mike Muscala,83,238,1991,2014,2018,F
Nemanja Nedovic,75,192,1991,2014,2014,G
James Nunnally,79,203,1990,2014,2014,F
Victor Oladipo,76,209,1992,2014,2018,G
Kelly Olynyk,84,236,1991,2014,2018,C
Arinze Onuaku,81,254,1987,2014,2017,C
Mason Plumlee,83,245,1990,2014,2018,C
Otto Porter,80,196,1993,2014,2018,F
Phil Pressey,71,174,1991,2014,2016,G
Miroslav Raduljica,84,249,1988,2014,2015,C
Andre Roberson,77,183,1955,,,
Dennis Schroder,73,172,1993,2014,2018,G
Peyton Siva,72,183,1990,2014,2014,G
Tony Snell,79,198,1991,2014,2018,G
James Southerland,80,214,1990,2014,2014,F
D.J. Stephens,80,214,1990,,,
Adonis Thomas,79,198,1993,2014,2014,F
Hollis Thompson,80,205,1991,2014,2017,G
Casper Ware,70,174,1990,2014,2014,G
Royce White,80,209,1959,2014,2014,F
Jeff Withey,84,229,1990,2014,2018,C
Nate Wolters,76,190,1991,2014,2018,G
Cody Zeller,84,238,1992,2014,2018,C
Jordan Adams,77,207,1994,2015,2016,G
Furkan Aldemir,82,238,1991,2015,2015,F
Kyle Anderson,81,229,1993,2015,2018,F
Cameron Bairstow,81,249,1990,2015,2016,F
Jerrelle Benimon,80,245,1991,2015,2015,F
Sim Bhullar,89,359,1992,2015,2015,C
Tarik Black,81,249,1991,2015,2018,C
Bojan Bogdanovic,78,203,1992,,,
Jabari Brown,76,214,1992,2015,2015,G
Markel Brown,75,183,1974,2015,2016,G
Bruno Caboclo,81,216,1995,2015,2018,F
Clint Capela,81,216,1995,,,
Will Cherry,72,183,1991,2015,2015,G
Patrick Christopher,77,207,1988,2015,2015,G
Jordan Clarkson,77,192,1992,2015,2018,G
Jack Cooley,81,258,1991,2015,2018,F
Bryce Cotton,73,163,1992,2015,2016,G
Andre Dawkins,77,214,1991,2015,2015,G
Spencer Dinwiddie,78,198,1993,2015,2018,G
Zoran Dragic,77,198,1989,2015,2015,G
Cleanthony Early,80,209,1991,2015,2016,F
James Ennis,79,209,1990,2015,2018,F
Tyler Ennis,75,192,1994,2015,2018,G
Dante Exum,78,190,1995,2015,2017,G
Tim Frazier,73,170,1990,2015,2018,G
Langston Galloway,74,198,1991,2015,2018,G
Aaron Gordon,81,218,1995,2015,2018,F
Drew Gordon,81,245,1990,2015,2015,F
Jerami Grant,80,209,1994,2015,2018,F
Erick Green,76,183,1991,2015,2016,G
JaMychal Green,81,225,1990,2015,2018,F
P.J. Hairston,81,225,1990,,,
Gary Harris,76,209,1994,2015,2018,G
Joe Harris,78,218,1991,2015,2018,G
Rodney Hood,80,205,1992,2015,2018,G
Joe Ingles,80,225,1987,2015,2018,F
Cory Jefferson,81,216,1990,2015,2016,F
Grant Jerrett,82,234,1993,2015,2015,F
Nick Johnson,75,201,1992,2015,2015,G
Tyler Johnson,76,185,1992,2015,2018,G
Sean Kilpatrick,76,209,1990,2015,2018,G
Alex Kirk,84,245,1991,2015,2015,C
Joffrey Lauvergne,83,218,1991,2015,2018,C
Zach LaVine,77,187,1995,2015,2017,G
Kalin Lucas,73,194,1989,2015,2015,G
Devyn Marble,78,198,1992,2015,2016,G
James Michael,78,198,1992,,,
K.J. McDaniels,78,198,1992,2015,2017,G
Doug McDermott,80,225,1992,2015,2018,F
Mitch McGary,82,254,1992,2015,2016,F
Jerel McNeal,75,198,1987,2015,2015,G
Elijah Millsap,78,225,1987,2015,2017,G
Nikola Mirotic,82,218,1991,2015,2018,F
Eric Moreland,82,236,1991,2015,2018,F
Shabazz Napier,73,174,1991,2015,2018,G
Nerlens Noel,83,227,1994,2015,2018,C
Lucas Nogueira,84,240,1992,2015,2018,C
Jusuf Nurkic,84,280,1994,2015,2018,C
Johnny O'Bryant,81,256,1993,2015,2018,F
Kostas Papanikolaou,80,225,1990,2015,2016,F
Jabari Parker,80,249,1995,2015,2017,F
Adreian Payne,82,236,1991,2015,2018,F
Elfrid Payton,76,183,1994,2015,2018,G
Dwight Powell,83,238,1991,2015,2018,F
Julius Randle,81,249,1994,2015,2018,F
Damjan Rudez,82,227,1986,2015,2017,F
JaKarr Sampson,83,234,1983,,,
Marcus Smart,76,218,1994,2015,2018,G
Russ Smith,72,163,1991,2015,2016,G
Nik Stauskas,78,203,1993,2015,2018,G
David Stockton,71,163,1991,2015,2015,G
Jarnell Stokes,81,262,1994,2015,2017,F
Noah Vonleh,82,238,1995,2015,2018,F
T.J. Warren,82,238,1995,,,
David Wear,82,229,1990,2015,2015,F
Travis Wear,82,229,1990,2015,2015,F
Shayne Whittington,83,249,1991,2015,2016,F
Andrew Wiggins,80,198,1995,2015,2018,F
C.J. Wilcox,80,198,1995,,,
James Young,78,214,1995,2015,2017,G
Cliff Alexander,80,245,1995,2016,2016,F
Justin Anderson,78,227,1993,2016,2018,G
Thanasis Antetokounmpo,79,203,1992,2016,2016,F
Keith Appling,73,183,1992,2016,2016,G
Nemanja Bjelica,82,238,1988,2016,2018,F
Devin Booker,78,205,1996,2016,2018,G
Anthony Brown,81,245,1981,,,
Willie Cauley-Stein,84,238,1993,2016,2018,F
Rakeem Christmas,81,249,1991,2016,2017,F
Coty Clarke,79,231,1992,2016,2016,F
Pat Connaughton,77,205,1993,2016,2018,G
Branden Dawson,78,225,1993,2016,2016,F
Bryce Dejean-Jones,78,207,1992,2016,2016,G
Sam Dekker,81,229,1994,2016,2018,F
Duje Dukan,81,218,1991,2016,2016,F
Jarell Eddie,79,216,1991,2016,2017,G
Cristiano Felicio,82,273,1992,2016,2018,F
Jerian Grant,80,209,1994,,,
Montrezl Harrell,80,238,1994,2016,2018,F
Aaron Harrison,78,209,1994,2016,2017,G
Mario Hezonja,80,214,1995,2016,2018,F
Darrun Hilliard,78,203,1993,2016,2018,G
Rondae Hollis-Jefferson,79,218,1995,2016,2018,F
Richaun Holmes,82,245,1993,2016,2018,F
Marcelo Huertas,75,198,1983,2016,2017,G
Josh Huestis,79,229,1991,2016,2018,F
R.J. Hunter,79,229,1991,,,
Damien Inglis,80,245,1995,2016,2016,F
Stanley Johnson,80,218,1944,,,
Nikola Jokic,82,249,1995,2016,2018,C
Tyus Jones,74,194,1996,2016,2018,G
Frank Kaminsky,84,240,1993,2016,2018,F
Sasha Kaun,83,258,1985,2016,2016,C
Kevon Looney,81,218,1996,2016,2018,F
Trey Lyles,82,234,1995,2016,2018,F
Boban Marjanovic,87,289,1988,2016,2018,C
Jarell Martin,82,238,1994,2016,2018,F
T.J. McConnell,82,238,1994,,,
Chris McCullough,83,198,1995,2016,2018,F
Jordan McRae,78,183,1991,2016,2017,G
Salah Mejri,85,245,1986,2016,2018,C
Jordan Mickey,80,234,1994,2016,2018,F
Luis Montero,79,183,1993,2016,2016,G
Emmanuel Mudiay,77,198,1996,2016,2018,G
Xavier Munford,77,198,1996,,,
Raul Neto,73,179,1992,2016,2018,G
J.J. O'Brien,73,179,1992,,,
Jahlil Okafor,83,273,1995,2016,2018,C
Kelly Oubre,79,203,1995,2016,2018,F
Lamar Patterson,77,225,1991,2016,2017,G
Cameron Payne,75,183,1994,2016,2017,G
Tibor Pleiss,87,256,1989,2016,2016,C
Bobby Portis,83,229,1995,2016,2018,F
Kristaps Porzingis,87,238,1995,2016,2018,F
Norman Powell,76,214,1993,2016,2018,G
Willie Reed,81,234,1942,,,
Josh Richardson,78,198,1993,2016,2018,G
Terry Rozier,74,190,1994,2016,2018,G
D'Angelo Russell,74,190,1994,,,
Jonathon Simmons,73,183,1924,,,
Alex Stepheson,82,269,1987,2016,2016,F
Walter Tavares,87,258,1992,,,
Axel Toupane,79,196,1992,2016,2017,G
Karl-Anthony Towns,84,243,1995,2016,2018,C
Myles Turner,83,243,1996,2016,2018,C
Rashad Vaughn,78,201,1996,2016,2018,G
Briante Weber,74,163,1992,2016,2018,G
Alan Williams,78,198,1948,,,
Justise Winslow,79,225,1996,2016,2018,F
Christian Wood,83,218,1995,2016,2017,F
Delon Wright,77,183,1992,2016,2018,G
Joe Young,74,179,1992,2016,2018,G
Alex Abrines,78,190,1993,2017,2018,G
Ron Baker,76,218,1993,2017,2018,G
Wade Baldwin,76,201,1996,2017,2017,G
Malik Beasley,77,194,1996,2017,2018,G
DeAndre' Bembry,78,209,1994,2017,2018,F
Dragan Bender,85,225,1997,2017,2018,F
Ben Bentil,81,234,1995,2017,2017,F
Davis Bertans,82,209,1992,2017,2018,F
Joel Bolomboy,81,234,1994,2017,2018,F
Malcolm Brogdon,77,214,1992,2017,2018,G
Jaylen Brown,76,214,1992,,,
Nicolas Brussino,79,194,1993,2017,2018,G
Marquese Chriss,82,231,1997,2017,2018,F
Semaj Christon,75,190,1992,2017,2017,G
Quinn Cook,74,183,1993,2017,2018,G
Deyonta Davis,83,236,1996,2017,2018,F
Malcolm Delaney,75,190,1989,2017,2018,G
Cheick Diallo,81,218,1996,2017,2018,F
Kris Dunn,76,209,1994,2017,2018,G
Henry Ellenson,83,245,1997,2017,2018,F
Joel Embiid,84,249,1994,2017,2018,C
Kay Felder,69,174,1995,2017,2018,G
Yogi Ferrell,72,179,1993,2017,2018,G
Dorian Finney-Smith,80,218,1993,2017,2018,F
Bryn Forbes,75,190,1993,2017,2018,G
Patricio Garino,78,209,1993,2017,2017,G
Michael Gbinije,79,198,1992,2017,2017,G
Marcus Georges-Hunt,77,214,1994,2017,2018,G
Jonathan Gibson,74,183,1987,2017,2017,G
Treveon Graham,78,218,1993,2017,2018,G
A.J. Hammons,78,218,1993,,,
Andrew Harrison,78,212,1994,2017,2018,G
Juan Hernangomez,81,229,1995,2017,2018,F
Willy Hernangomez,83,238,1994,2017,2018,C
Buddy Hield,76,214,1993,2017,2018,G
Danuel House,79,205,1993,2017,2018,G
Brandon Ingram,81,190,1997,2017,2018,F
Demetrius Jackson,73,201,1994,2017,2018,G
Pierre Jackson,70,179,1991,2017,2017,G
Brice Johnson,82,209,1979,2017,2018,F
Damian Jones,75,183,1976,,,
Derrick Jones,80,220,1990,,,
Mindaugas Kuzminskas,81,214,1989,2017,2018,F
Skal Labissiere,83,225,1996,2017,2018,F
Nicolas Laprovittola,76,179,1990,2017,2017,G
Jake Layman,81,209,1994,2017,2018,F
Caris LeVert,79,203,1994,2017,2018,G
Shawn Long,81,254,1993,2017,2017,C
Timothe Luwawu-Cabarrot,78,203,1995,2017,2018,F
Thon Maker,85,214,1997,2017,2018,F
Patrick McCaw,79,183,1995,2017,2018,G
Sheldon McClellan,77,198,1992,,,
Rodney McGruder,76,203,1991,2017,2017,G
Dejounte Murray,77,170,1996,2017,2018,G
Jamal Murray,76,205,1997,2017,2018,G
Maurice Ndour,81,198,1992,2017,2017,F
Georges Niang,80,229,1993,2017,2017,F
David Nwaba,76,207,1993,2017,2018,G
Daniel Ochefu,83,245,1993,2017,2017,C
Chinanu Onuaku,82,245,1996,2017,2017,F
Georgios Papagiannis,85,238,1997,2017,2018,C
Marshall Plumlee,83,245,1990,,,
Jakob Poeltl,84,247,1995,2017,2018,C
Alex Poythress,79,236,1993,2017,2018,F
Tim Quarterman,78,194,1994,2017,2017,G
Chasson Randle,74,183,1993,2017,2017,G
Malachi Richardson,78,203,1996,2017,2018,G
Domantas Sabonis,83,238,1996,2017,2018,F
Dario Saric,82,223,1994,2017,2018,F
Tomas Satoransky,79,209,1991,2017,2018,G
Wayne Selden,77,229,1994,2017,2018,G
Pascal Siakam,81,229,1994,2017,2018,F
Diamond Stone,83,254,1997,2017,2017,C
Edy Tavares,83,254,1997,,,
Isaiah Taylor,75,170,1994,2017,2018,G
Mike Tobey,84,258,1994,2017,2017,C
Tyler Ulis,70,150,1996,2017,2018,G
Jarrod Uthoff,81,220,1993,2017,2017,F
Denzel Valentine,78,212,1993,2017,2018,G
Fred VanVleet,72,194,1994,2017,2018,G
Taurean Waller-Prince,72,194,1994,,,
Okaro White,80,203,1992,2017,2018,F
Isaiah Whitehead,76,212,1995,2017,2018,G
Troy Williams,78,214,1969,,,
Kyle Wiltjer,82,238,1992,2017,2017,F
Stephen Zimmerman,84,238,1996,2017,2017,C
Paul Zipser,80,214,1994,2017,2018,G
Ivica Zubac,85,265,1997,2017,2018,C
