name,year_start,year_end,position,height,height(inches),weight,birth_date,college
Junior Harrington,2003,2007,G,4-Jun,76,180,2-Oct-80,Wingate University
Othella Harrington,1997,2008,F,9-Jun,81,235,31-Jan-74,Georgetown University
Devin Harris,2005,2018,G,3-Jun,75,192,27-Feb-83,University of Wisconsin
Elias Harris,2014,2014,F,8-Jun,80,239,6-Jul-89,Gonzaga University
Gary Harris,2015,2018,G,4-Jun,76,210,14-Sep-94,Michigan State University
Joe Harris,2015,2018,G,6-Jun,78,219,6-Sep-91,University of Virginia
Lucious Harris,1994,2005,G,5-Jun,77,190,18-Dec-70,"California State University, Long Beach"
Manny Harris,2011,2017,G,5-Jun,77,185,21-Sep-89,University of Michigan
Mike Harris,2008,2014,F,6-Jun,78,240,15-Jun-83,Rice University
Steve Harris,1986,1990,G,5-Jun,77,195,15-Oct-63,University of Tulsa
Terrel Harris,2012,2013,G,5-Jun,77,190,10-Aug-87,Oklahoma State University
Tobias Harris,2012,2018,F,9-Jun,81,235,15-Jul-92,University of Tennessee
Tony Harris,1991,1995,G,3-Jun,75,190,13-May-67,University of New Orleans
Aaron Harrison,2016,2017,G,6-Jun,78,210,28-Oct-94,University of Kentucky
Andrew Harrison,2017,2018,G,6-Jun,78,213,28-Oct-94,University of Kentucky
David Harrison,2005,2008,C,Jul-00,84,280,15-Aug-82,University of Colorado
Jason Hart,2001,2010,G,3-Jun,75,185,29-Apr-78,Syracuse University
Josh Hart,2018,2018,G,5-Jun,77,209,6-Mar-95,Villanova University
Antonio Harvey,1994,2003,F,11-Jun,83,225,6-Jul-70,Pfeiffer University
Donnell Harvey,2001,2005,F,8-Jun,80,220,26-Aug-80,University of Florida
Scott Haskin,1994,1994,C,11-Jun,83,250,19-Sep-70,Oregon State University
Udonis Haslem,2004,2018,F,8-Jun,80,235,9-Jun-80,University of Florida
Trenton Hassell,2002,2010,G,5-Jun,77,200,4-Mar-79,Austin Peay State University
Scott Hastings,1983,1993,F,10-Jun,82,235,3-Jun-60,University of Arkansas
Kirk Haston,2002,2003,F,9-Jun,81,242,10-Mar-79,Indiana University
Spencer Hawes,2008,2017,C,1-Jul,85,245,28-Apr-88,University of Washington
Hersey Hawkins,1989,2001,G,3-Jun,75,190,29-Sep-66,Bradley University
Juaquin Hawkins,2003,2003,G,7-Jun,79,220,2-Jul-73,"California State University, Long Beach"
Michael Hawkins,1997,2001,G,Jun-00,72,178,28-Oct-72,Xavier University
Chuck Hayes,2006,2016,F,6-Jun,78,240,11-Jun-83,University of Kentucky
Jarvis Hayes,2004,2010,F,7-Jun,79,220,9-Aug-81,University of Georgia
Steve Hayes,1982,1986,C,Jul-00,84,205,2-Aug-55,Idaho State University
Gordon Hayward,2011,2018,F,8-Jun,80,226,23-Mar-90,Butler University
Lazar Hayward,2011,2013,F,6-Jun,78,225,26-Nov-86,Marquette University
Brendan Haywood,2002,2015,C,Jul-00,84,268,27-Nov-79,University of North Carolina
Luther Head,2006,2011,G,3-Jun,75,185,26-Nov-82,University of Illinois at Urbana-Champaign
Shane Heal,1997,2004,G,Jun-00,72,180,6-Sep-70,
Alvin Heggs,1996,1996,F,8-Jun,80,225,12-Dec-67,University of Texas at Austin
Alan Henderson,1996,2007,F,9-Jun,81,235,2-Dec-72,Indiana University
Cedric Henderson,1987,1987,F,8-Jun,80,210,3-Oct-65,University of Georgia
Dave Henderson,1988,1988,G,5-Jun,77,195,21-Jul-64,Duke University
Gerald Henderson,2010,2017,G,5-Jun,77,215,9-Dec-87,Duke University
J.R. Henderson,1999,1999,F,8-Jun,80,226,30-Oct-76,"University of California, Los Angeles"
Jerome Henderson,1986,1987,C,11-Jun,83,230,5-Oct-59,University of New Mexico
Kevin Henderson,1987,1988,G,4-Jun,76,195,22-Mar-64,"California State University, Fullerton"
Mark Hendrickson,1997,2000,F,9-Jun,81,220,23-Jun-74,Washington State University
Carl Henry,1986,1986,G,6-Jun,78,205,16-Aug-60,University of Kansas
Conner Henry,1987,1988,G,7-Jun,79,195,21-Jul-63,"University of California, Santa Barbara"
Skeeter Henry,1994,1994,G,7-Jun,79,190,8-Dec-67,University of Oklahoma
Xavier Henry,2011,2015,G,6-Jun,78,220,15-Mar-91,University of Kansas
John Henson,2013,2018,C,11-Jun,83,229,28-Dec-90,University of North Carolina
Steve Henson,1991,1999,G,11-May,71,177,2-Feb-68,Kansas State University
Juan Hernangomez,2017,2018,F,9-Jun,81,230,28-Sep-95,
Willy Hernangomez,2017,2018,C,11-Jun,83,240,27-May-94,
Chris Herren,2000,2001,G,2-Jun,74,197,27-Sep-75,"California State University, Fresno"
Carl Herrera,1992,1999,F,9-Jun,81,215,14-Dec-66,University of Houston
Walter Herrmann,2007,2009,F,9-Jun,81,225,26-Jun-79,
Mario Hezonja,2016,2018,F,8-Jun,80,215,25-Feb-95,
Roy Hibbert,2009,2017,C,2-Jul,86,270,11-Dec-86,Georgetown University
J.J. Hickson,2009,2016,F,9-Jun,81,242,4-Sep-88,North Carolina State University
Buddy Hield,2017,2018,G,4-Jun,76,214,17-Dec-93,University of Oklahoma
Cory Higgins,2012,2013,G,5-Jun,77,180,14-Jun-89,University of Colorado
Mike Higgins,1990,1991,F,9-Jun,81,220,17-Feb-67,University of Northern Colorado
Rod Higgins,1983,1995,F,7-Jun,79,200,31-Jan-60,"California State University, Fresno"
Sean Higgins,1991,1998,G,9-Jun,81,205,30-Dec-68,University of Michigan
Johnny High,1980,1984,G,3-Jun,75,185,25-Apr-57,"University of Nevada, Reno"
Nene Hilario,2003,2018,F,11-Jun,83,250,13-Sep-82,
George Hill,2009,2018,G,3-Jun,75,188,4-May-86,Indiana University-Purdue University Indianapolis
Grant Hill,1995,2013,F,8-Jun,80,225,5-Oct-72,Duke University
Jordan Hill,2010,2017,C,10-Jun,82,235,27-Jul-87,University of Arizona
Solomon Hill,2014,2017,F,7-Jun,79,225,18-Mar-91,University of Arizona
Steven Hill,2009,2009,C,Jul-00,84,248,14-Nov-85,University of Arkansas
Tyrone Hill,1991,2004,F,9-Jun,81,240,19-Mar-68,Xavier University
Darrun Hilliard,2016,2018,G,6-Jun,78,205,13-Apr-93,Villanova University
Kirk Hinrich,2004,2016,G,4-Jun,76,190,2-Jan-81,University of Kansas
Roy Hinson,1984,1991,F,9-Jun,81,210,2-May-61,Rutgers University
Robert Hite,2007,2007,G,2-Jun,74,184,12-Jan-84,University of Miami
Darington Hobson,2012,2012,G,7-Jun,79,210,29-Sep-87,University of New Mexico
Donald Hodge,1992,1996,C,Jul-00,84,230,25-Feb-69,Temple University
Julius Hodge,2006,2007,G,7-Jun,79,210,18-Nov-83,North Carolina State University
Craig Hodges,1983,1992,G,2-Jun,74,190,27-Jun-60,"California State University, Long Beach"
Fred Hoiberg,1996,2005,G,4-Jun,76,203,15-Oct-72,Iowa State University
Randy Holcomb,2006,2006,F,9-Jun,81,225,8-Aug-79,San Diego State University
Jrue Holiday,2010,2018,G,4-Jun,76,205,12-Jun-90,"University of California, Los Angeles"
Justin Holiday,2013,2018,G,6-Jun,78,185,5-Apr-89,University of Washington
Brad Holland,1980,1982,G,3-Jun,75,180,6-Dec-56,"University of California, Los Angeles"
John Holland,2018,2018,G,5-Jun,77,205,6-Nov-88,Boston University
Ryan Hollins,2007,2016,C,Jul-00,84,240,10-Oct-84,"University of California, Los Angeles"
Rondae Hollis-Jefferson,2016,2018,F,7-Jun,79,220,3-Jan-95,University of Arizona
Richaun Holmes,2016,2018,F,10-Jun,82,245,15-Oct-93,Bowling Green State University
Mike Holton,1985,1990,G,4-Jun,76,185,4-Aug-61,"University of California, Los Angeles"
Jerald Honeycutt,1998,1999,F,9-Jun,81,245,20-Oct-74,Tulane University
Tyler Honeycutt,2012,2013,F,8-Jun,80,188,15-Jul-90,"University of California, Los Angeles"
Derek Hood,2000,2000,F,8-Jun,80,222,22-Dec-76,University of Arkansas
Rodney Hood,2015,2018,G,8-Jun,80,206,20-Oct-92,Duke University
Dave Hoppen,1988,1993,C,11-Jun,83,235,13-Mar-64,University of Nebraska
Dennis Hopson,1988,1992,G,5-Jun,77,200,22-Apr-65,Ohio State University
Scotty Hopson,2014,2014,G,7-Jun,79,204,8-Aug-89,University of Tennessee
Cedrick Hordges,1981,1982,F,8-Jun,80,220,8-Jan-57,University of South Carolina
Al Horford,2008,2018,C,10-Jun,82,245,3-Jun-86,University of Florida
Tito Horford,1989,1994,C,1-Jul,85,245,19-Jan-66,University of Miami
Jeff Hornacek,1987,2000,G,3-Jun,75,190,3-May-63,Iowa State University
Dennis Horner,2012,2012,F,9-Jun,81,230,5-Feb-88,North Carolina State University
Robert Horry,1993,2008,F,9-Jun,81,220,25-Aug-70,University of Alabama
Ed Horton,1990,1990,F,8-Jun,80,230,17-Dec-67,University of Iowa
Danuel House,2017,2018,G,7-Jun,79,207,7-Jun-93,Texas A&M University
Eddie House,2001,2011,G,1-Jun,73,180,14-May-78,Arizona State University
Allan Houston,1994,2005,G,6-Jun,78,200,20-Apr-71,University of Tennessee
Byron Houston,1993,1996,F,5-Jun,77,250,22-Nov-69,Oklahoma State University
Tom Hovasse,1995,1995,F,8-Jun,80,205,31-Jan-67,Pennsylvania State University
Brian Howard,1992,1993,F,6-Jun,78,204,19-Oct-67,North Carolina State University
Dwight Howard,2005,2018,C,11-Jun,83,265,8-Dec-85,
Josh Howard,2004,2013,F,7-Jun,79,210,28-Apr-80,Wake Forest University
Juwan Howard,1995,2013,F,9-Jun,81,240,7-Feb-73,University of Michigan
Stephen Howard,1993,1998,F,9-Jun,81,225,15-Jul-70,DePaul University
Phil Hubbard,1980,1989,F,8-Jun,80,215,13-Dec-56,University of Michigan
Lester Hudson,2010,2015,G,3-Jun,75,190,7-Aug-84,University of Tennessee at Martin
Troy Hudson,1998,2008,G,1-Jun,73,170,13-Mar-76,Southern Illinois University
Marcelo Huertas,2016,2017,G,3-Jun,75,200,25-May-83,
Josh Huestis,2016,2018,F,7-Jun,79,230,19-Dec-91,Stanford University
Nate Huffman,2003,2003,C,1-Jul,85,245,2-Apr-75,Central Michigan University
Alfredrick Hughes,1986,1986,F,5-Jun,77,215,19-Jul-62,Loyola University of Chicago
Eddie Hughes,1988,1990,G,10-May,70,165,26-May-60,Colorado State University
Larry Hughes,1999,2012,G,5-Jun,77,184,23-Jan-79,Saint Louis University
Rick Hughes,2000,2000,F,9-Jun,81,235,22-Aug-73,Thomas More College
Robbie Hummel,2014,2015,F,8-Jun,80,215,8-Mar-89,Purdue University
Ryan Humphrey,2003,2005,F,8-Jun,80,235,24-Jul-79,University of Notre Dame
Jay Humphries,1985,1995,G,3-Jun,75,185,17-Oct-62,University of Colorado
Kris Humphries,2005,2017,F,9-Jun,81,235,6-Feb-85,University of Minnesota
Brandon Hunter,2004,2005,F,7-Jun,79,260,24-Nov-80,Ohio University
Cedric Hunter,1992,1992,G,Jun-00,72,180,16-Jan-65,University of Kansas
Chris Hunter,2010,2010,F,11-Jun,83,240,7-Jul-84,University of Michigan
Lindsey Hunter,1994,2010,G,2-Jun,74,170,3-Dec-70,Jackson State University
Othello Hunter,2009,2010,F,8-Jun,80,225,28-May-86,Ohio State University
R.J. Hunter,2016,2017,G,5-Jun,77,185,24-Oct-93,Georgia State University
Steven Hunter,2002,2010,C,Jul-00,84,220,31-Oct-81,DePaul University
Vince Hunter,2018,2018,F,8-Jun,80,208,5-Aug-94,University of Texas at El Paso
Bobby Hurley,1994,1998,G,Jun-00,72,165,28-Jun-71,Duke University
Geoff Huston,1980,1987,G,2-Jun,74,175,8-Nov-57,Texas Tech University
Marc Iavaroni,1983,1989,F,8-Jun,80,210,15-Sep-56,University of Virginia
Serge Ibaka,2010,2018,F,10-Jun,82,235,18-Sep-89,
Andre Iguodala,2005,2018,G,6-Jun,78,215,28-Jan-84,University of Arizona
Zydrunas Ilgauskas,1998,2011,C,3-Jul,87,238,5-Jun-75,
Mile Ilic,2007,2007,C,1-Jul,85,230,2-Jun-84,
Didier Ilunga-Mbenga,2005,2011,C,Jul-00,84,245,30-Dec-80,
Ersan Ilyasova,2007,2018,F,10-Jun,82,235,15-May-87,
Joe Ingles,2015,2018,F,8-Jun,80,226,2-Oct-87,
Damien Inglis,2016,2016,F,8-Jun,80,246,20-May-95,
Brandon Ingram,2017,2018,F,9-Jun,81,190,2-Sep-97,Duke University
Byron Irvin,1990,1993,G,5-Jun,77,190,2-Dec-66,University of Missouri
Kyrie Irving,2012,2018,G,3-Jun,75,193,23-Mar-92,Duke University
Jonathan Isaac,2018,2018,F,10-Jun,82,210,3-Oct-97,Florida State University
Mike Iuzzolino,1992,1993,G,10-May,70,175,22-Jan-68,Saint Francis University
Allen Iverson,1997,2010,G,Jun-00,72,165,7-Jun-75,Georgetown University
Royal Ivey,2005,2014,G,3-Jun,75,200,20-Dec-81,University of Texas at Austin
Wesley Iwundu,2018,2018,F,7-Jun,79,193,20-Dec-94,Kansas State University
Jarrett Jack,2006,2018,G,3-Jun,75,200,28-Oct-83,Georgia Institute of Technology
Bobby Jackson,1998,2009,G,1-Jun,73,185,13-Mar-73,University of Minnesota
Cedric Jackson,2010,2010,G,3-Jun,75,191,5-Mar-86,Cleveland State University
Darnell Jackson,2009,2011,F,9-Jun,81,253,7-Nov-85,University of Kansas
Demetrius Jackson,2017,2018,G,1-Jun,73,201,7-Sep-94,University of Notre Dame
Jaren Jackson,1990,2002,G,4-Jun,76,190,27-Oct-67,Georgetown University
Jermaine Jackson,2000,2006,G,4-Jun,76,204,7-Jun-76,University of Detroit Mercy
Jim Jackson,1993,2006,G,6-Jun,78,220,14-Oct-70,Ohio State University
Josh Jackson,2018,2018,F,8-Jun,80,207,10-Feb-97,University of Kansas
Justin Jackson,2018,2018,G,8-Jun,80,200,28-Mar-95,University of North Carolina
Luke Jackson,2005,2008,F,7-Jun,79,215,6-Nov-81,University of Oregon
Marc Jackson,2001,2007,C,10-Jun,82,270,16-Jan-75,Temple University
Mark Jackson,1988,2004,G,1-Jun,73,180,1-Apr-65,St. John's University
Michael Jackson,1988,1990,G,2-Jun,74,183,13-Jul-64,Georgetown University
Myron Jackson,1987,1987,G,3-Jun,75,185,6-May-64,University of Arkansas at Little Rock
Pierre Jackson,2017,2017,G,10-May,70,180,29-Aug-91,Baylor University
Ralph Jackson,1985,1985,G,2-Jun,74,190,26-Oct-62,"University of California, Los Angeles"
Randell Jackson,1999,2000,F,11-Jun,83,215,16-Jan-76,Florida State University
Reggie Jackson,2012,2018,G,3-Jun,75,208,16-Apr-90,Boston College
Stanley Jackson,1994,1994,G,3-Jun,75,185,10-Oct-70,University of Alabama at Birmingham
Stephen Jackson,2001,2014,F,8-Jun,80,218,5-Apr-78,Butler County Community College
Tony Jackson,1981,1981,G,Jun-00,72,170,17-Jan-58,Florida State University
Tracy Jackson,1982,1984,G,6-Jun,78,205,21-Apr-59,University of Notre Dame
Casey Jacobsen,2003,2008,G,6-Jun,78,215,19-Mar-81,Stanford University
Sam Jacobson,1999,2001,G,4-Jun,76,215,22-Jul-75,University of Minnesota
Dave Jamerson,1991,1994,G,5-Jun,77,190,13-Aug-67,Ohio University
Bernard James,2013,2015,C,10-Jun,82,240,7-Feb-85,Florida State University
Damion James,2011,2014,G,7-Jun,79,225,7-Oct-87,University of Texas at Austin
Henry James,1991,1998,F,8-Jun,80,220,29-Jul-65,St. Mary's University
Jerome James,1999,2009,C,Jul-00,84,300,17-Nov-75,Florida Agricultural and Mechanical University
LeBron James,2004,2018,F,8-Jun,80,250,30-Dec-84,
Mike James,2002,2014,G,2-Jun,74,188,23-Jun-75,Duquesne University
Tim James,2000,2002,F,7-Jun,79,212,26-Dec-76,University of Miami
Antawn Jamison,1999,2014,F,8-Jun,80,223,12-Jun-76,University of North Carolina
Harold Jamison,2000,2002,F,8-Jun,80,260,20-Nov-76,Clemson University
Marko Jaric,2003,2009,G,7-Jun,79,198,12-Oct-78,
Sarunas Jasikevicius,2006,2007,G,4-Jun,76,195,5-Mar-76,University of Maryland
Nathan Jawai,2009,2010,C,10-Jun,82,280,10-Oct-86,Midland College
Abdul Jeelani,1980,1981,F,8-Jun,80,210,10-Feb-54,University of Wisconsin-Parkside
Chris Jefferies,2003,2004,G,8-Jun,80,225,13-Feb-80,"California State University, Fresno"
Othyus Jeffers,2010,2014,G,5-Jun,77,200,5-Aug-85,Robert Morris University (IL)
Al Jefferson,2005,2018,C,10-Jun,82,289,4-Jan-85,
Cory Jefferson,2015,2016,F,9-Jun,81,218,26-Dec-90,Baylor University
Dontell Jefferson,2009,2009,G,5-Jun,77,195,15-Dec-83,University of Arkansas
Richard Jefferson,2002,2018,F,7-Jun,79,233,21-Jun-80,University of Arizona
Jared Jeffries,2003,2013,F,11-Jun,83,230,25-Nov-81,Indiana University
Charles Jenkins,2012,2013,G,3-Jun,75,220,28-Feb-89,Hofstra University
Horace Jenkins,2005,2005,G,1-Jun,73,180,14-Oct-74,William Paterson University
John Jenkins,2013,2017,G,4-Jun,76,215,6-Mar-91,Vanderbilt University
Brandon Jennings,2010,2017,G,1-Jun,73,170,23-Sep-89,
Keith Jennings,1993,1995,G,7-May,67,160,2-Nov-68,East Tennessee State University
Chris Jent,1994,1997,F,7-Jun,79,220,11-Jan-70,Ohio State University
Les Jepsen,1991,1992,C,Jul-00,84,237,24-Jun-67,University of Iowa
Jonas Jerebko,2010,2018,F,10-Jun,82,231,2-Mar-87,
Grant Jerrett,2015,2015,F,10-Jun,82,235,8-Jul-93,University of Arizona
Eugene Jeter,2011,2011,G,11-May,71,175,2-Dec-83,University of Portland
Yi Jianlian,2008,2012,F,Jul-00,84,240,27-Oct-87,
Britton Johnsen,2004,2005,F,10-Jun,82,210,8-Jul-79,University of Utah
Alexander Johnson,2007,2008,F,9-Jun,81,240,8-Feb-83,Florida State University
Amir Johnson,2006,2018,F,9-Jun,81,240,1-May-87,
Anthony Johnson,1998,2010,G,3-Jun,75,190,2-Oct-74,College of Charleston
Armon Johnson,2011,2012,G,3-Jun,75,195,23-Feb-89,"University of Nevada, Reno"
Avery Johnson,1989,2004,G,10-May,70,175,25-Mar-65,Southern University and A&M College
Brice Johnson,2017,2018,F,10-Jun,82,230,27-Jun-94,University of North Carolina
Buck Johnson,1987,1993,F,7-Jun,79,190,3-Jan-64,University of Alabama
Carldell Johnson,2012,2012,G,10-May,70,180,28-Jan-83,University of Alabama at Birmingham
Cheese Johnson,1980,1980,F,6-Jun,78,195,7-Sep-57,Wichita State University
Chris Johnson,2011,2013,C,11-Jun,83,210,15-Jul-85,Louisiana State University
Clay Johnson,1982,1984,G,4-Jun,76,175,18-Jul-56,University of Missouri
Dakari Johnson,2018,2018,C,Jul-00,84,255,22-Sep-95,University of Kentucky
Darryl Johnson,1996,1996,G,1-Jun,73,170,26-Oct-65,Michigan State University
Dave Johnson,1993,1994,G,7-Jun,79,210,16-Nov-70,Syracuse University
DeMarco Johnson,2000,2000,F,9-Jun,81,245,6-Oct-75,University of North Carolina at Charlotte
DerMarr Johnson,2001,2008,F,9-Jun,81,201,5-May-80,University of Cincinnati
Eddie Johnson,1982,1999,F,7-Jun,79,215,1-May-59,University of Illinois at Urbana-Champaign
Eric Johnson,1990,1990,G,2-Jun,74,205,7-Feb-66,University of Nebraska
Ervin Johnson,1994,2006,C,11-Jun,83,245,21-Dec-67,University of New Orleans
Frank Johnson,1982,1994,G,1-Jun,73,185,23-Nov-58,Wake Forest University
Ivan Johnson,2012,2013,F,8-Jun,80,230,10-Apr-84,University of Oregon
JaJuan Johnson,2012,2012,F,10-Jun,82,221,8-Feb-89,Purdue University
James Johnson,2010,2018,F,9-Jun,81,250,20-Feb-87,Wake Forest University
Joe Johnson,2002,2018,G,7-Jun,79,240,29-Jun-81,University of Arkansas
Kannard Johnson,1988,1988,F,9-Jun,81,220,24-Jun-65,Western Kentucky University
Ken Johnson,1986,1986,F,8-Jun,80,240,7-Nov-62,Michigan State University
Kevin Johnson,1988,2000,G,1-Jun,73,180,4-Mar-66,University of California
Larry Johnson,1992,2001,F,6-Jun,78,250,14-Mar-69,"University of Nevada, Las Vegas"
Lee Johnson,1981,1981,F,11-Jun,83,205,16-Jun-57,East Texas State University
Linton Johnson,2004,2009,F,8-Jun,80,205,13-Jun-80,Tulane University
Magic Johnson,1980,1996,G,9-Jun,81,215,14-Aug-59,Michigan State University
Nick Johnson,2015,2015,G,3-Jun,75,202,22-Dec-92,University of Arizona
Orlando Johnson,2013,2016,G,5-Jun,77,220,11-Mar-89,"University of California, Santa Barbara"
Reggie Johnson,1981,1984,F,9-Jun,81,205,25-Jun-57,University of Tennessee
Stanley Johnson,2016,2018,F,7-Jun,79,245,29-May-96,University of Arizona
Steffond Johnson,1987,1987,F,8-Jun,80,240,4-Nov-62,San Diego State University
Steve Johnson,1982,1991,C,10-Jun,82,235,3-Nov-57,Oregon State University
Trey Johnson,2009,2012,G,5-Jun,77,218,30-Aug-84,Jackson State University
Tyler Johnson,2015,2018,G,4-Jun,76,186,7-May-92,"California State University, Fresno"
Vinnie Johnson,1980,1992,G,2-Jun,74,200,1-Sep-56,Baylor University
Wesley Johnson,2011,2018,F,7-Jun,79,215,11-Jul-87,Syracuse University
Darius Johnson-Odom,2013,2014,G,2-Jun,74,215,28-Sep-89,Marquette University
Nate Johnston,1990,1990,F,8-Jun,80,210,18-Dec-66,University of Tampa
Jim Johnstone,1983,1983,C,11-Jun,83,245,20-Sep-60,Wake Forest University
Nikola Jokic,2016,2018,C,10-Jun,82,250,19-Feb-95,
Alvin Jones,2002,2002,C,11-Jun,83,265,9-Sep-78,Georgia Institute of Technology
Anthony Jones,1987,1990,G,6-Jun,78,195,13-Sep-62,"University of Nevada, Las Vegas"
Askia Jones,1995,1995,G,5-Jun,77,200,3-Dec-71,Kansas State University
Bill Jones,1989,1989,F,7-Jun,79,175,18-Mar-66,University of Iowa
Bobby Jones,2007,2008,F,7-Jun,79,215,9-Jan-84,University of Washington
Charles Jones,1999,2000,G,3-Jun,75,180,17-Jul-75,Long Island University
Dahntay Jones,2004,2017,G,6-Jun,78,225,27-Dec-80,Duke University
Damian Jones,2017,2018,F,Jul-00,84,245,30-Jun-95,Vanderbilt University
Damon Jones,1999,2009,G,3-Jun,75,185,25-Aug-76,University of Houston
DeQuan Jones,2013,2013,F,8-Jun,80,221,20-Jun-90,University of Miami
Derrick Jones,2017,2018,F,7-Jun,79,190,15-Feb-97,"University of Nevada, Las Vegas"
Dominique Jones,2011,2013,G,4-Jun,76,215,15-Oct-88,University of South Florida
Dontae' Jones,1998,1998,F,8-Jun,80,220,2-Jun-75,Mississippi State University
Dwayne Jones,2006,2010,F,11-Jun,83,250,9-Jun-83,Saint Joseph's University
Earl Jones,1985,1986,C,Jul-00,84,210,13-Jan-61,University of the District of Columbia
Eddie Jones,1995,2008,G,6-Jun,78,190,20-Oct-71,Temple University
Edgar Jones,1981,1986,F,10-Jun,82,225,17-Jun-56,"University of Nevada, Reno"
Fred Jones,2003,2009,G,4-Jun,76,210,11-Mar-79,University of Oregon
Hutch Jones,1983,1984,F,8-Jun,80,190,1-Sep-59,Vanderbilt University
Jalen Jones,2018,2018,G,7-Jun,79,223,27-May-93,Texas A&M University
James Jones,2004,2017,F,8-Jun,80,218,4-Oct-80,University of Miami
Jumaine Jones,2000,2007,F,8-Jun,80,218,10-Feb-79,University of Georgia
Kevin Jones,2013,2013,F,8-Jun,80,251,25-Aug-89,West Virginia University
Major Jones,1980,1985,F,9-Jun,81,225,9-Jul-53,Albany State University
